address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","County Subdivision Name","County Subdivision FIPS","County Subdivision Class Code","County Subdivision Class Description"
"1500 N CUERNAVACA DR Austin TX 78733",30.338507,-97.864784,1,rooftop,"1500 N Cuernavaca Dr",,"Austin, TX 78733",1500,"N Cuernavaca Dr",,,Austin,TX,"Travis County",78733,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,033900,2025,2,484530339002025,48453033900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"2234 E BEN WHITE Austin TX 78741",30.21558,-97.743787,0.85,range_interpolation,"2234 Ben White Blvd",,"Austin, TX 78741",2234,"Ben White Blvd",,,Austin,TX,"Travis County",78741,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002411,1006,1,484530024111006,48453002411,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"30 IH 35 NORTH Austin TX 78701",30.312515,-97.765593,0.82,rooftop,"3003 1/2 W 35th St",,"Austin, TX 78703","3003 1/2","W 35th St",,,Austin,TX,"Travis County",78703,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001604,2000,2,484530016042000,48453001604,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6575 DECKER LANE Austin TX 78724",30.290057,-97.628199,1,rooftop,"6575 Decker Ln",,"Austin, TX 78724",6575,"Decker Ln",,,Austin,TX,"Travis County",78724,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002211,1000,1,484530022111000,48453002211,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"111 W WILLIAM CANNON DRSUITE 302 Austin TX 78745",30.192773,-97.779537,1,rooftop,"111 W William Cannon Dr","Ste 302","Austin, TX 78745",111,"W William Cannon Dr",Ste,302,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002422,1021,1,484530024221021,48453002422,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1719 E WILLIAM CANNON DR Austin TX 78744",30.188568,-97.767306,1,rooftop,"1719 E William Cannon Dr",,"Austin, TX 78744",1719,"E William Cannon Dr",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002441,1008,1,484530024411008,48453002441,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9436 PARKFIELD Austin TX 78758",30.368805,-97.706351,0.93,rooftop,"9436 Parkfield Dr",,"Austin, TX 78758",9436,"Parkfield Dr",,,Austin,TX,"Travis County",78758,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040700,4009,4,484530407004009,48453040700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"11150 RESEARCH BLVD #103 Austin TX 78759",30.406916,-97.745798,1,range_interpolation,"11150 Research Blvd","Ste 103","Austin, TX 78759",11150,"Research Blvd",Ste,103,Austin,TX,"Travis County",78759,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,030800,1002,1,484530308001002,48453030800,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"7309 CAMERON RD STE 100 Austin TX 78752",30.328244,-97.69019,1,rooftop,"7309 Cameron Rd","Ste 100","Austin, TX 78752",7309,"Cameron Rd",Ste,100,Austin,TX,"Travis County",78752,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040200,1009,1,484530402001009,48453040200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2300 E BEN WHITE BLVD Austin TX 78741",30.218191,-97.690192,0.7,street_center,"E Ben White Blvd",,"Austin, TX 78741",,"E Ben White Blvd",,,Austin,TX,"Travis County",78741,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,Austin,4805000,002448,1005,1,484530024481005,48453002448,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1071 SPRINGDALE RD Austin TX 78721",30.272082,-97.690891,1,rooftop,"1071 Springdale Rd",,"Austin, TX 78721",1071,"Springdale Rd",,,Austin,TX,"Travis County",78721,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002110,1002,1,484530021101002,48453002110,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13125 POND SPRINGS RDSUITE 101 Austin TX 78729",30.44403,-97.77577,1,rooftop,"13125 Pond Springs Rd","Ste 101","Austin, TX 78729",13125,"Pond Springs Rd",Ste,101,Austin,TX,"Williamson County",78729,US,"City of Round Rock",2024,48,48491,Austin,4805000,020410,4000,4,484910204104000,48491020410,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"2321 W. NORTH LOOP BLVD Austin TX 78756",30.324946,-97.743277,1,rooftop,"2321 W North Loop Blvd",,"Austin, TX 78756",2321,"W North Loop Blvd",,,Austin,TX,"Travis County",78756,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000206,3004,3,484530002063004,48453000206,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7545 N LAMAR Austin TX 78752",30.343631,-97.714758,1,rooftop,"7545 N Lamar Blvd",,"Austin, TX 78752",7545,"N Lamar Blvd",,,Austin,TX,"Travis County",78752,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040000,2007,2,484530400002007,48453040000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2700 E 7TH STREET Austin TX 78702",30.260842,-97.711272,1,rooftop,"2700 E 7th St",,"Austin, TX 78702",2700,"E 7th St",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000902,1008,1,484530009021008,48453000902,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"700  N CUERNAVACA DR Austin TX 78733",30.331893,-97.869253,1,rooftop,"700 N Cuernavaca Dr",,"Austin, TX 78733",700,"N Cuernavaca Dr",,,Austin,TX,"Travis County",78733,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,033900,2042,2,484530339002042,48453033900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"2008 TERI RD Austin TX 78744",30.202642,-97.752289,1,rooftop,"2008 Teri Rd",,"Austin, TX 78744",2008,"Teri Rd",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002411,1019,1,484530024111019,48453002411,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"10412 FM 969 Austin TX 78724",30.263541,-97.621462,1,rooftop,"10412 Farm To Market Rd 969",,"Austin, TX 78724",10412,"Farm To Market Rd 969",,,Austin,TX,"Travis County",78724,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,002211,1038,1,484530022111038,48453002211,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5401 MANCHACA RD Austin TX 78745",30.217825,-97.795947,1,range_interpolation,"5401 Manchaca Rd",,"Austin, TX 78745",5401,"Manchaca Rd",,,Austin,TX,"Travis County",78745,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,030300,3002,3,484530303003002,48453030300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6109 W. WILLIAM CANNON DR. Austin TX 78749",30.228861,-97.8649,1,rooftop,"6109 W William Cannon Dr",,"Austin, TX 78749",6109,"W William Cannon Dr",,,Austin,TX,"Travis County",78749,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,031200,1001,1,484530312001001,48453031200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1779 WELLS BRANCH PARKWAY SUIT Austin TX 78728",30.435246,-97.674297,1,rooftop,"1779 W Wells Branch Pkwy",,"Austin, TX 78728",1779,"W Wells Branch Pkwy",,,Austin,TX,"Travis County",78728,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,"Wells Branch",4877196,042900,2003,2,484530429002003,48453042900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3926 ED BLUESTEIN BLVD Austin TX 78721",30.275328,-97.668981,0.92,rooftop,"3926 Ed Bluestein Blvd Sb",,"Austin, TX 78721",3926,"Ed Bluestein Blvd Sb",,,Austin,TX,"Travis County",78721,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,002110,2008,2,484530021102008,48453002110,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8218 BURNET ROAD Austin TX 78757",30.361802,-97.729865,1,rooftop,"8218 Burnet Rd",,"Austin, TX 78757",8218,"Burnet Rd",,,Austin,TX,"Travis County",78757,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040400,2009,2,484530404002009,48453040400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2150 E. 7TH ST Austin TX 78702",30.261923,-97.717892,1,rooftop,"2150 E 7th St",,"Austin, TX 78702",2150,"E 7th St",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000901,1021,1,484530009011021,48453000901,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"10500 N LAMAR BLVD Austin TX 78753",30.37403,-97.691221,1,rooftop,"10500 N Lamar Blvd",,"Austin, TX 78753",10500,"N Lamar Blvd",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040900,3009,3,484530409003009,48453040900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2402 LAKE AUSTIN BLVD Austin TX 78703",30.27844,-97.772429,1,rooftop,"2402 Lake Austin Blvd",,"Austin, TX 78703",2402,"Lake Austin Blvd",,,Austin,TX,"Travis County",78703,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001602,2019,2,484530016022019,48453001602,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9618 MANCHACA RD Austin TX 78748",30.175996,-97.822609,1,range_interpolation,"9618 Manchaca Rd",,"Austin, TX 78748",9618,"Manchaca Rd",,,Austin,TX,"Travis County",78748,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,031800,1009,1,484530318001009,48453031800,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2250 E. BEN WHITE BLVD Austin TX 78741",30.215581,-97.743754,1,range_interpolation,"2250 Ben White Blvd",,"Austin, TX 78741",2250,"Ben White Blvd",,,Austin,TX,"Travis County",78741,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002411,1006,1,484530024111006,48453002411,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"310 E RUNDBERG LN Austin TX 78753",30.360204,-97.691541,1,rooftop,"310 E Rundberg Ln",,"Austin, TX 78753",310,"E Rundberg Ln",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041000,2001,2,484530410002001,48453041000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2213 JUSTIN LN Austin TX 78757",30.344665,-97.736608,1,rooftop,"2213 Justin Ln",,"Austin, TX 78757",2213,"Justin Ln",,,Austin,TX,"Travis County",78757,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001505,2003,2,484530015052003,48453001505,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8925 ANDERSON MILL RD Austin TX 78729",30.452722,-97.776517,1,rooftop,"8925 Anderson Mill Rd",,"Austin, TX 78729",8925,"Anderson Mill Rd",,,Austin,TX,"Williamson County",78729,US,"City of Round Rock",2024,48,48491,Austin,4805000,020406,1004,1,484910204061004,48491020406,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"8630 RESEARCH BLVD Austin TX 78758",30.364406,-97.719278,0.72,nearest_rooftop_match,"8728 Research Blvd Sb",,"Austin, TX 78757",8728,"Research Blvd Sb",,,Austin,TX,"Travis County",78757,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,040500,1012,1,484530405001012,48453040500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8143 MESA DR Austin TX 78759",30.373993,-97.75511,1,rooftop,"8143 Mesa Dr",,"Austin, TX 78759",8143,"Mesa Dr",,,Austin,TX,"Travis County",78759,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,030200,3005,3,484530302003005,48453030200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4600 TERI RD Austin TX 78744",30.197137,-97.743633,1,rooftop,"4600 Teri Rd",,"Austin, TX 78744",4600,"Teri Rd",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002413,1003,1,484530024131003,48453002413,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1025 W STASSNEY LN Austin TX 78745",30.210244,-97.78705,1,rooftop,"1025 W Stassney Ln",,"Austin, TX 78745",1025,"W Stassney Ln",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002410,1006,1,484530024101006,48453002410,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"809 VARGAS RD Austin TX 78741",30.233898,-97.693518,1,rooftop,"809 Vargas Rd",,"Austin, TX 78741",809,"Vargas Rd",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002321,2003,2,484530023212003,48453002321,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"12430 N LAMAR BLVD Austin TX 78753",30.406021,-97.67836,1,range_interpolation,"12430 N Lamar Blvd",,"Austin, TX 78753",12430,"N Lamar Blvd",,,Austin,TX,"Travis County",78753,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,041200,1001,1,484530412001001,48453041200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4611 E MARTIN LUTHER KING JR B Austin TX 78721",30.285706,-97.681608,1,rooftop,"4611 E Martin Luther King Jr Blvd",B,"Austin, TX 78721",4611,"E Martin Luther King Jr Blvd",,B,Austin,TX,"Travis County",78721,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002109,3002,3,484530021093002,48453002109,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8314 HWY 71 WEST Austin TX 78735",30.247322,-97.888704,1,range_interpolation,"8314 W US-290",,"Austin, TX 78735",8314,"W US-290",,,Austin,TX,"Travis County",78735,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,001920,1000,1,484530019201000,48453001920,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7612 BLUFF SPRINGS ROAD Austin TX 78744",30.174366,-97.769521,1,rooftop,"7612 Bluff Springs Rd",,"Austin, TX 78744",7612,"Bluff Springs Rd",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,002441,1016,1,484530024411016,48453002441,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"200 SAN JACINTO BLVD Austin TX 78701",30.264062,-97.741865,1,rooftop,"200 San Jacinto Blvd",,"Austin, TX 78701",200,"San Jacinto Blvd",,,Austin,TX,"Travis County",78701,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001103,2021,2,484530011032021,48453001103,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3708 SOUTHRIDGE DR Austin TX 78704",30.232004,-97.777651,1,rooftop,"3708 Southridge Dr",,"Austin, TX 78704",3708,"Southridge Dr",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002006,1002,1,484530020061002,48453002006,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"919 SPRINGDALE RD Austin TX 78702",30.261037,-97.6981,1,rooftop,"919 Springdale Rd",,"Austin, TX 78702",919,"Springdale Rd",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002111,2001,2,484530021112001,48453002111,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7509 IH 35 N Austin TX 78752",30.3302,-97.705436,0.7,street_center,I-35,,"Austin, TX 78752",,I-35,,,Austin,TX,"Travis County",78752,US,"OpenStreetMap Contributors",2024,48,48453,Austin,4805000,043400,1000,1,484530434001000,48453043400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8201 N LAMAR BLVD Austin TX 78753",30.35081,-97.708348,1,rooftop,"8201 N Lamar Blvd",,"Austin, TX 78753",8201,"N Lamar Blvd",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043200,3009,3,484530432003009,48453043200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4001 MEDICAL PKWY Austin TX 78756",30.308637,-97.74247,1,rooftop,"4001 Medical Pkwy",,"Austin, TX 78756",4001,"Medical Pkwy",,,Austin,TX,"Travis County",78756,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000204,3013,3,484530002043013,48453000204,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1725 OHLEN RD Austin TX 78757",30.362706,-97.718471,1,rooftop,"1725 Ohlen Rd",,"Austin, TX 78757",1725,"Ohlen Rd",,,Austin,TX,"Travis County",78757,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040500,2001,2,484530405002001,48453040500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"539 W  OLTORF ST Austin TX 78704",30.241758,-97.759156,1,rooftop,"539 W Oltorf St",,"Austin, TX 78704",539,"W Oltorf St",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001308,2000,2,484530013082000,48453001308,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6715 E HIGHWAY 290 Austin TX 78723",30.233172,-97.865627,0.88,nearest_rooftop_match,"6705 W US-290",,"Austin, TX 78749",6705,"W US-290",,,Austin,TX,"Travis County",78749,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,034700,1001,1,484530347001001,48453034700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
